,winery,wine,year,rating,num_reviews,country,region,type,body,acidity,price_predicted
709,Marques de Riscal,Baron de Chirel Rioja Reserva,2015,4.4,683,Espana,Rioja,Rioja Red,4.0,3.0,26.846459507676855
710,Alion,Ribera del Duero,2001,4.4,681,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,39.73935417156372
711,Marques de Riscal,Baron de Chirel Rioja Reserva,2005,4.4,667,Espana,Rioja,Rioja Red,4.0,3.0,47.18899623257289
712,Tridente,Rejon Tempranillo,2015,4.4,664,Espana,Castilla y Leon,Tempranillo,4.0,2.0,31.929866601504045
713,Alvaro Palacios,Finca Dofi,2016,4.4,639,Espana,Priorato,Priorat Red,4.0,3.0,67.27623326806793
714,Clos Mogador,Priorat,2007,4.4,624,Espana,Priorato,Priorat Red,4.0,3.0,31.230677286200034
715,Ausas,Interpretacion,2016,4.4,618,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,42.18583602834383
716,Muga,Torre Muga,2015,4.4,617,Espana,Rioja,Rioja Red,4.0,3.0,51.13386188637173
717,Senorio de San Vicente,San Vicente Rioja,2016,4.4,609,Espana,Rioja,Rioja Red,4.0,3.0,24.89839133646433
718,Tresmano - Tr3smano,Vendimia,2017,4.4,581,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,29.948695515473673
719,Ferrer Bobet,Priorat Vinyes Velles,2017,4.4,575,Espana,Priorato,Priorat Red,4.0,3.0,30.113315517723777
720,Marques de Caceres,Gaudium,2015,4.4,561,Espana,Rioja,Rioja Red,4.0,3.0,63.21491846893127
721,Benjamin de Rothschild - Vega Sicilia,Macan Clasico,2017,4.4,560,Espana,Rioja,Rioja Red,4.0,3.0,38.63352115723501
722,Remirez de Ganuza,Rioja Reserva,2013,4.4,550,Espana,Rioja,Rioja Red,4.0,3.0,30.055286937043093
723,Marques de Murrieta,Dalmau Rioja,2016,4.4,550,Espana,Rioja,Rioja Red,4.0,3.0,43.4903216275934
724,Bodegas Amaren,Tempranillo Reserva,2010,4.4,542,Espana,Rioja,Rioja Red,4.0,3.0,42.046846505838175
725,Bodegas Tradicion,Cream Tradicion Vos 20 Years,2017,4.4,527,Espana,Jerez Cream,Sherry,4.0,3.0,33.23937430724163
726,Tinto Pesquera,Millenium Reserva,2008,4.4,527,Espana,Ribera del Duero,Ribera Del Duero Red,4.0,3.0,15.90575564431333
727,Hacienda Monasterio,Cosecha,2019,4.4,523,Espana,Ribera del Duero,Ribera Del Duero Red,4.0,3.0,18.970868537779097
728,Arzuaga,Gran Reserva Ribera del Duero,2009,4.4,516,Espana,Ribera del Duero,Ribera Del Duero Red,4.0,3.0,49.52591203318434
729,Ausas,Interpretacion,2017,4.4,514,Espana,Ribera del Duero,Ribera Del Duero Red,4.0,3.0,39.51435453778549
730,Vega Sicilia,Valbuena 5o,1995,4.4,512,Espana,Ribera del Duero,Ribera Del Duero Red,4.0,3.0,23.888149435088735
731,Bodegas Mauro,VS,2016,4.4,506,Espana,Castilla y Leon,Tempranillo,4.0,3.0,44.124920912214066
732,Vina Sastre,Pago de Santa Cruz,2014,4.4,499,Espana,Ribera del Duero,Ribera Del Duero Red,4.0,3.0,33.062827909665884
733,Ordonez,Vatan Tinta de Toro,2017,4.4,498,Espana,Toro,Toro Red,4.0,3.0,26.678795602020045
734,Cillar de Silos,Dominio del Pidio,2016,4.4,495,Espana,Ribera del Duero,Ribera Del Duero Red,4.0,3.0,29.081183044628915
735,Marques de Riscal,Rioja Gran Reserva,2015,4.4,485,Espana,Rioja,Rioja Red,4.0,3.0,24.186117939349742
736,Teso La Monja,Victorino,2017,4.4,481,Espana,Toro,Toro Red,4.0,3.0,48.99945635747986
737,Imperial,Rioja Gran Reserva,2015,4.4,471,Espana,Rioja,Rioja Red,4.0,3.0,47.4891818312683
738,Carmelo Rodero,Reserva,2016,4.4,450,Espana,Ribera del Duero,Ribera Del Duero Red,4.0,3.0,47.22184677703012
739,Ramos-Paul,Tinto,2006,4.4,443,Espana,Malaga,Red,4.0,3.0,22.07619444206307
740,Artadi,Pagos Viejos,2006,4.4,442,Espana,Vino de Espana,Tempranillo,4.0,3.0,51.84904838253965
741,Anima Negra,An,2018,4.4,436,Espana,Mallorca,Red,4.0,3.0,34.076696962321876
742,Matarromera,Ribera del Duero Prestigio,2014,4.4,421,Espana,Ribera del Duero,Ribera Del Duero Red,4.0,3.0,19.72334192013227
743,Bodega Numanthia,Numanthia,2004,4.4,414,Espana,Toro,Toro Red,4.0,3.0,43.27871576521488
744,Rafael Palacios,As Sortes Val do Bibei Godello,2018,4.4,412,Espana,Valdeorras,unknown,4.0,3.0,47.29118849623228
745,Bodega de Bardos,Suprema 30 Meses,2016,4.4,406,Espana,Ribera del Duero,Ribera Del Duero Red,4.0,3.0,52.487600038752134
746,Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2015,4.4,389,Espana,Rioja,Rioja Red,4.0,3.0,20.37448803081702
747,Ausas,Interpretacion,2018,4.4,389,Espana,Ribera del Duero,Ribera Del Duero Red,4.0,3.0,27.464371899190837
748,Morca,Garnacha,2016,4.4,376,Espana,Campo de Borja,Grenache,4.0,3.0,25.446293949629535
749,Carmelo Rodero,Ribera del Duero TSM,2015,4.4,367,Espana,Ribera del Duero,Ribera Del Duero Red,4.0,3.0,33.04688815844406
750,Rodriguez Sanzo,Whisba Tempranillo Aged 18 Months in Whisky Barrels,2019,4.4,363,Espana,Toro,Toro Red,5.0,3.0,34.243786429366764
751,Lan,A Mano Rioja,2017,4.4,360,Espana,Rioja,Rioja Red,4.0,3.0,43.1142265673177
752,Cruz de Alba,Finca Los Hoyales Ribera del Duero,2014,4.4,351,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,30.767226304584256
753,Vinicola Real,200 Monges Rioja Gran Reserva,2001,4.4,349,Espana,Rioja,Rioja Red,4.0,3.0,60.1366780057167
754,Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2011,4.4,343,Espana,Rioja,Rioja Red,4.0,3.0,30.96560847153637
755,Antidoto,La Hormiga de Antidoto,2019,4.4,336,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,47.37364430617549
756,Abadia Retuerta,Le Domaine Blanco de Guarda,2019,4.4,334,Espana,Sardon de Duero,unknown,4.0,3.0,45.64244408378431
757,Rafael Palacios,As Sortes Val do Bibei Godello,2019,4.4,333,Espana,Valdeorras,unknown,4.0,3.0,39.53236873992364
758,Bosque de Matasnos,Edicion Limitada,2015,4.4,328,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,39.00350721102927
759,Bodegas 6o Elemento - Vino Sexto Elemento,Tinto,2017,4.4,319,Espana,Valencia,Red,4.0,3.0,47.06925396552856
760,Altanza,Lealtanza Coleccion de Artistas Espanoles Sorolla,2010,4.4,316,Espana,Rioja,Rioja Red,4.0,3.0,44.13747654849408
761,Remelluri,Granja Gran Reserva Rioja,2011,4.4,313,Espana,Rioja,Rioja Red,4.0,3.0,20.264907508183796
762,Perinet,Priorat,2016,4.4,309,Espana,Priorato,Priorat Red,4.0,3.0,44.45683718787291
763,Toro Albala,Don PX Pedro Ximenez,1994,4.4,306,Espana,Montilla-Moriles,Pedro Ximenez,5.0,1.0,26.76123021229546
764,Vina Pedrosa,Perez Pascuas Gran Reserva Seleccion,2010,4.4,305,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,38.81297184460141
765,Agusti Torello Mata,Cava Kripta Gran Reserva Brut Nature,2011,4.4,298,Espana,Cava,Cava,2.0,3.0,11.778455224112804
766,Costers del Siurana,Miserere,2005,4.4,296,Espana,Priorato,Priorat Red,4.0,3.0,30.142976887957047
767,Martinet,Clos Martinet,2015,4.4,296,Espana,Priorato,Priorat Red,4.0,3.0,27.95218291732067
768,Valquejigoso,V2 Tinto,2008,4.4,293,Espana,Madrid,Red,4.0,3.0,30.249847536756533
769,Familia Torres,Grans Muralles,2014,4.4,292,Espana,Conca de Barbera,Red,4.0,3.0,43.862756387341506
770,Castillo de Cuzcurrita,Cerrado del Castillo Rioja,2015,4.4,269,Espana,Rioja,Rioja Red,4.0,3.0,22.435383853289068
771,Lan,A Mano Rioja,2018,4.4,269,Espana,Rioja,Rioja Red,4.0,3.0,36.47850996631928
772,Contino,Rioja Gran Reserva,2016,4.4,267,Espana,Rioja,Rioja Red,4.0,3.0,43.23293880017013
773,Vinedos de Paganos,El Puntido Gran Reserva,2007,4.4,267,Espana,Rioja,Rioja Red,4.0,3.0,23.76605926925663
774,Artadi,Pagos Viejos,2004,4.4,262,Espana,Vino de Espana,Tempranillo,4.0,2.0,45.51661400992657
775,Alion,Ribera del Duero,1996,4.4,259,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,44.834530428576045
776,Remirez de Ganuza,Trasnocho,2010,4.4,258,Espana,Rioja,Rioja Red,4.0,3.0,46.41760941824282
777,Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2016,4.4,252,Espana,Rioja,Rioja Red,4.0,3.0,56.69327559809403
778,Martinet,Clos Martinet,2011,4.4,249,Espana,Priorato,Priorat Red,4.0,3.0,21.15093261776815
779,Agusti Torello Mata,Cava Kripta Gran Reserva Brut Nature,2010,4.4,245,Espana,Cava,Cava,2.0,3.0,29.61082223735525
780,Volver,Triga,2017,4.4,243,Espana,Alicante,Red,4.0,3.0,24.506061826602718
781,Volver,Cuvee Old Vines Unfiltered,2017,4.4,241,Espana,Jumilla,Red,4.0,3.0,30.113315517723777
782,La Vicalanda,Gran Reserva,2010,4.4,239,Espana,Rioja,Rioja Red,4.0,3.0,11.744972286641769
783,Monovar,Fondillon,1996,4.4,236,Espana,Alicante,Red,4.0,3.0,34.84071671734682
784,Alvaro Domecq,1730 Pedro Ximenez,2017,4.4,234,Espana,Jerez Pedro Ximenes (PX),Sherry,4.0,3.0,30.111134089421967
785,Bodegas Mas Alta,Cirerets,2018,4.4,233,Espana,Priorato,Priorat Red,4.0,3.0,43.659085277076656
786,Cillar de Silos,Dominio del Pidio,2018,4.4,225,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,40.738003707187545
787,Contino,Vina del Olivo,2016,4.4,224,Espana,Rioja,Rioja Red,4.0,3.0,24.040463019359777
788,Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2012,4.4,222,Espana,Rioja,Rioja Red,4.0,3.0,21.57699428340152
789,Martinet,Clos Martinet,2008,4.4,220,Espana,Priorato,Priorat Red,4.0,3.0,44.11287610294153
790,Ossian,Vinas Viejas Verdejo,2019,4.4,219,Espana,Castilla y Leon,Verdejo,3.0,3.0,48.67849753767314
791,Vega Sicilia,Valbuena 5o,1994,4.4,218,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,32.122012538765375
792,Carmelo Rodero,Reserva,2017,4.4,217,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,24.512149633415675
793,Los Aguilares,Tadeo Tinto,2014,4.4,215,Espana,Sierras de Malaga,Red,4.0,3.0,21.245162819015604
794,Dominio de Cair,Tierras de Cair Reserva,2014,4.4,208,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,12.521167655292174
795,Bodega Rento,Tinto,2014,4.4,207,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,39.64247770808811
796,R. Lopez de Heredia,Gran Reserva Rosado,2011,4.4,206,Espana,Rioja Alta,unknown,4.0,3.0,24.88925962624512
797,Chivite,Navarra Coleccion 125 Blanco,2017,4.4,204,Espana,Navarra,Chardonnay,4.0,3.0,36.3450342410988
798,Gramona,Cava Celler Batlle,2006,4.4,201,Espana,Cava,Cava,2.0,3.0,49.39646990968481
799,Remelluri,Rioja Blanco,2017,4.4,201,Espana,Rioja,Rioja White,3.0,3.0,30.63357378193018
800,Castano,Casa Cisca Monastrell,2015,4.4,200,Espana,Yecla,Monastrell,5.0,3.0,30.971167832818082
801,Dominio do Bibei,Lapola,2019,4.4,196,Espana,Ribeira Sacra,unknown,4.0,3.0,38.8170514394028
802,Allende,Calvario Rioja,2008,4.4,195,Espana,Rioja,Rioja Red,4.0,3.0,48.27576399264922
803,Remelluri,Granja Gran Reserva Rioja,2012,4.4,194,Espana,Rioja,Rioja Red,4.0,3.0,28.993772320946164
804,Abadia Retuerta,Pago Negralada,2013,4.4,189,Espana,Sardon de Duero,Tempranillo,4.0,2.0,30.55144319229794
805,Mas Doix,Doix,2007,4.4,187,Espana,Priorato,Priorat Red,4.0,3.0,23.88173640796481
806,Ferrer Bobet,Seleccio Especial Vinyes Velles,2013,4.4,185,Espana,Priorato,Priorat Red,4.0,3.0,27.513074353694492
807,Vall Llach,Idus,2017,4.4,180,Espana,Priorato,Priorat Red,4.0,3.0,20.20370421974326
808,Martinet,Clos Martinet,2007,4.4,177,Espana,Priorato,Priorat Red,4.0,3.0,35.98812868797154
809,Marco Abella,Clos Abella Seleccion Especial,2014,4.4,173,Espana,Priorato,Priorat Red,4.0,3.0,40.04703763391808
810,Casa Castillo,Pie Franco,2017,4.4,172,Espana,Jumilla,Monastrell,5.0,3.0,43.704819389357226
811,Sierra Cantabria,Amancio,2013,4.4,172,Espana,Rioja,Rioja Red,4.0,3.0,28.268211616800045
812,Emilio Moro,Malleolus de Sanchomartin,2007,4.4,172,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,25.166254836233975
813,Espectacle del Montsant,Tinto,2016,4.4,169,Espana,Montsant,Montsant Red,4.0,3.0,20.152532300445046
814,Lan,Culmen Reserva Rioja,2001,4.4,168,Espana,Rioja,Rioja Red,4.0,3.0,21.55264305614969
815,Javier Sanz Viticultor,Singular V Malcorta Verdejo,2020,4.4,168,Espana,Rueda,Verdejo,3.0,3.0,25.304062955699692
816,Recaredo,Serral del Vell Brut Nature,2014,4.4,166,Espana,Cava,Cava,2.0,3.0,12.530299365511837
817,Espectacle del Montsant,Tinto,2014,4.4,165,Espana,Montsant,Montsant Red,4.0,3.0,43.21771928313797
818,Abadia Retuerta,Pago Negralada,2009,4.4,165,Espana,Sardon de Duero,Tempranillo,4.0,2.0,36.6516908213207
819,Remirez de Ganuza,Trasnocho,2014,4.4,164,Espana,Rioja,Rioja Red,4.0,3.0,32.426077659101566
820,Mas Doix,Doix,2013,4.4,164,Espana,Priorato,Priorat Red,4.0,3.0,32.95299816873239
821,Protos,Seleccion Finca el Grajo Viejo,2016,4.4,162,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,32.97126158917126
822,Sierra Cantabria,Finca el Bosque,2014,4.4,162,Espana,Rioja,Rioja Red,4.0,3.0,20.368400224004063
823,Artadi,La Poza de Ballesteros,2015,4.4,161,Espana,Vino de Espana,Tempranillo,4.0,2.0,33.865263862805705
824,Tinto Pesquera,Millenium Reserva,2015,4.4,160,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,36.139935026379135
825,Harveys,30 Years VORS Pedro Ximenez Sherry,2017,4.4,159,Espana,Jerez Pedro Ximenes (PX),Sherry,4.0,3.0,24.0342567985997
826,Marques de Caceres,Gaudium,1994,4.4,159,Espana,Rioja,Rioja Red,4.0,3.0,19.595303561102355
827,Contino,Vina del Olivo,2015,4.4,159,Espana,Rioja,Rioja Red,4.0,3.0,31.465586294029663
828,Sierra Cantabria,Finca el Bosque,2012,4.4,158,Espana,Rioja,Rioja Red,4.0,3.0,12.560070340429547
829,Orben,Malpuesto,2018,4.4,158,Espana,Rioja,Rioja Red,4.0,3.0,50.07724738167212
830,Artadi,Valdegines,2018,4.4,155,Espana,Vino de Espana,Tempranillo,4.0,2.0,33.76041023527955
831,Jaro,Chafandin,2018,4.4,155,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,27.963821276153112
832,Artadi,Vina El Pison,2007,4.4,154,Espana,Vino de Espana,Tempranillo,4.0,2.0,59.44112151063928
833,Abadia Retuerta,Pago Negralada,2016,4.4,152,Espana,Sardon de Duero,Tempranillo,4.0,2.0,36.070702911862554
834,Bodega Contador (Benjamin Romeo),La Vina de Andres Romeo Rioja,2012,4.4,151,Espana,Rioja,Rioja Red,4.0,3.0,25.121179533010718
835,Vina Sastre,Pesus Ribera del Duero,2012,4.4,150,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,26.21056292295475
836,Dominio del Aguila,Reserva,2017,4.4,149,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,31.23269430747405
837,Vina Sastre,Regina Vides Ribera del Duero,2012,4.4,148,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,32.32039470571749
838,Bodegas Ximenez-Spinola,Delicado Cosecha Pedro Ximenez,2019,4.4,147,Espana,Jerez Pedro Ximenes (PX),Pedro Ximenez,5.0,1.0,44.493482442697996
839,Bodegas El Paraguas,Atlantico,2019,4.4,146,Espana,Ribeiro,unknown,4.0,3.0,49.40312901479274
840,Mustiguillo,Quincha Corral,2016,4.4,145,Espana,El Terrerazo,Red,4.0,3.0,26.70015772820807
841,Martinet,Els Escurcons,2014,4.4,143,Espana,Priorato,Priorat Red,4.0,3.0,23.455331903495562
842,Remirez de Ganuza,Rioja Reserva,2014,4.4,142,Espana,Rioja,Rioja Red,4.0,3.0,34.256287263303875
843,Vall Llach,Idus,2018,4.4,141,Espana,Priorato,Priorat Red,4.0,3.0,25.92806315402663
844,Vina Pomal,Vinos Singulares Tempranillo Blanco Reserva,2014,4.4,141,Espana,Rioja,Rioja White,3.0,3.0,35.45040228568291
845,Astrales,Christina Ribera del Duero,2016,4.4,142,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,46.93811690074949
846,Merum Priorati,Desti,2018,4.4,136,Espana,Priorato,Priorat Red,4.0,3.0,44.4477054776537
847,Hacienda Lopez de Haro,Gran Reserva Classica Tinto,2001,4.4,135,Espana,Rioja,Rioja Red,4.0,3.0,31.646914389054928
848,Bodegas Mauro,Godello Blanco,2019,4.4,134,Espana,Bierzo,unknown,4.0,3.0,30.943772702160004
849,Alto Moncayo,Aquilon Garnacha,2014,4.4,134,Espana,Campo de Borja,Grenache,5.0,3.0,58.755811559502945
850,Cayetano del Pino,Palo Cortado 1/10,2017,4.4,134,Espana,Jerez-Xeres-Sherry,Sherry,4.0,3.0,28.52830431805637
851,La Unica,Fourth Edition,2017,4.4,131,Espana,Vino de Espana,Tempranillo,4.0,2.0,20.958832673586812
852,Remelluri,Rioja Blanco,2018,4.4,130,Espana,Rioja,Rioja White,3.0,3.0,39.93642141989062
853,Pazo Senorans,Seleccion de Anada Albarino Rias Baixas,2012,4.4,130,Espana,Rias Baixas,Albarino,3.0,3.0,18.13050197929215
854,Fefinanes,Albarino de Fefinanes III Ano,2017,4.4,128,Espana,Rias Baixas,Albarino,3.0,3.0,24.353532626705828
855,Arzuaga,Reserva Ribera del Duero,2018,4.4,128,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,44.83121610720082
856,Familia Torres,Perpetual,2017,4.4,127,Espana,Priorato,Priorat Red,4.0,3.0,46.20453617978933
857,Gramona,Cava Celler Batlle,2010,4.4,126,Espana,Cava,Cava,2.0,3.0,32.508263051076256
858,Ferrer Bobet,Seleccio Especial Vinyes Velles,2016,4.4,123,Espana,Priorato,Priorat Red,4.0,3.0,48.52353769117394
859,Merum Priorati,El Cel,2015,4.4,123,Espana,Priorato,Priorat Red,4.0,3.0,42.26802142031852
860,Gomez Cruzado,Montes Obarenes Seleccion Terroir,2016,4.4,122,Espana,Rioja,Rioja White,3.0,3.0,31.253870826966477
861,Vall Llach,Porrera Vi de Vila,2017,4.4,122,Espana,Priorato,Priorat Red,4.0,3.0,37.831105962936135
862,Resalte,Gran Ribera del Duero,2010,4.4,122,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,43.6454298969702
863,Scala Dei,Heretge Priorat,2017,4.4,120,Espana,Priorato,Priorat Red,4.0,3.0,26.34701013071458
864,Figuero,Vinas Viejas,2018,4.4,119,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,33.43886816759891
865,Artadi,La Poza de Ballesteros,2014,4.4,119,Espana,Vino de Espana,Tempranillo,4.0,2.0,20.155576203851297
866,Artadi,El Carretil,2010,4.4,117,Espana,Vino de Espana,Tempranillo,4.0,2.0,44.82539871835684
867,Osborne,Sibarita Oloroso Jerez-Xeres-Sherry 30 Years V.O.R.S,2017,4.4,117,Espana,Jerez Oloroso,Sherry,4.0,3.0,11.671918604886287
868,Vina Sastre,Pago de Santa Cruz Gran Reserva Ribera del Duero,2015,4.4,116,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,11.69931373554482
869,Pinea,17,2018,4.4,115,Espana,Ribera del Duero,Tempranillo,4.0,2.0,29.24226070687132
870,Vina Sastre,Pesus Ribera del Duero,2011,4.4,114,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,11.352308747206735
871,Mas Doix,Doix,2014,4.4,114,Espana,Priorato,Priorat Red,4.0,3.0,22.901924731391546
872,Terroir Al Limit Soc. Lda,Les Tosses,2014,4.4,113,Espana,Priorato,Priorat Red,4.0,3.0,42.121664838507286
873,Martinet,Cami Pesseroles,2007,4.4,112,Espana,Priorato,Priorat Red,4.0,3.0,26.956040030309623
874,Artadi,La Poza de Ballesteros,2013,4.4,112,Espana,Vino de Espana,Tempranillo,4.0,2.0,34.7034918457548
875,Portal del Priorat,Clos del Portal Tros de Clos,2016,4.4,109,Espana,Priorato,Priorat Red,4.0,3.0,22.33797013501976
876,Vina Sastre,Pago de Santa Cruz,2019,4.4,109,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,32.98648110620343
877,Bodegas Mas Alta,La Basseta,2016,4.4,108,Espana,Priorato,Priorat Red,4.0,3.0,31.465057848498645
878,Cims de Porrera,Classic,1996,4.4,106,Espana,Priorato,Priorat Red,4.0,3.0,30.60856330479396
879,Nin-Ortiz,Nit de Nin Mas d'en Cacador,2017,4.4,106,Espana,Priorato,Priorat Red,4.0,3.0,33.0113607789865
880,Casa Rojo,Minami,2016,4.4,106,Espana,Jumilla,Monastrell,5.0,3.0,34.058184323582736
881,La Rioja Alta,Rioja Gran Reserva 904,1982,4.4,106,Espana,Rioja,Rioja Red,4.0,3.0,12.301275574448255
882,Alvaro Palacios,Vi de Vila Gratallops,2019,4.4,105,Espana,Priorato,Priorat Red,4.0,3.0,30.23482243568219
883,Bodegas Naluar & Acediano,Acediano,2016,4.4,104,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,33.004613722289605
884,Gramona,Cava Celler Batlle,2009,4.4,102,Espana,Cava,Cava,2.0,3.0,46.72833678400343
885,Cims de Porrera,Classic,2012,4.4,102,Espana,Priorato,Priorat Red,4.0,3.0,24.000439831554786
886,Murua,Veguin de Murua Gran Reserva,2012,4.4,101,Espana,Rioja,Rioja Red,4.0,3.0,31.534289963015453
887,Pago de Los Capellanes,O Luar do Sil Valdeorras Godello Sobre Lias,2020,4.4,101,Espana,Valdeorras,unknown,4.0,3.0,50.83860325594401
888,Mas Doix,Doix,2015,4.4,100,Espana,Priorato,Priorat Red,4.0,3.0,27.172157172169364
889,Vinyes Domenech,Teixar,2015,4.4,99,Espana,Montsant,Montsant Red,4.0,3.0,28.925694752598474
890,Sei Solo,Tinto,2018,4.4,99,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,22.106633476127854
891,Bodegas Ximenez-Spinola,Anada Pedro Ximenez,2018,4.4,99,Espana,Jerez-Xeres-Sherry,Pedro Ximenez,5.0,1.0,35.02692327067257
892,Abadia Retuerta,Le Domaine Blanco de Guarda,2020,4.4,99,Espana,Sardon de Duero,unknown,4.0,3.0,23.988014999628604
893,Artadi,Vina El Pison,1999,4.4,98,Espana,Vino de Espana,Tempranillo,4.0,2.0,20.173839624290167
894,Portal del Priorat,Clos del Portal Somni,2016,4.4,98,Espana,Priorato,Priorat Red,4.0,3.0,22.794804864291336
895,Terroir Al Limit Soc. Lda,Les Manyes,2015,4.4,98,Espana,Priorato,Priorat Red,4.0,3.0,43.939373608772485
896,Castillo Perelada,Emporda Aires de Garbet,2017,4.4,98,Espana,Emporda,Red,4.0,3.0,28.566264932333752
897,Pago de Vallegarcia,Montes de Toledo Syrah,2019,4.4,97,Espana,Castilla,Syrah,4.0,3.0,17.601112004866536
898,Finca Torremilanos,Torremilanos Coleccion Ribera del Duero,2014,4.4,97,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,32.3154185923097
899,Vina Sastre,Regina Vides Ribera del Duero,2010,4.4,96,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,33.19346653784396
900,Eulogio Pomares,Maceracion Con Pieles,2017,4.4,95,Espana,Rias Baixas,Albarino,3.0,3.0,32.69615573641954
901,Toro Albala,Don PX Pedro Ximenez,1986,4.4,95,Espana,Montilla-Moriles,Pedro Ximenez,5.0,1.0,20.81305933964927
902,Marques de Riscal,Baron de Chirel Rioja Reserva,2003,4.4,95,Espana,Rioja,Rioja Red,4.0,3.0,25.735185546013554
903,Casa Castillo,Pie Franco,2018,4.4,95,Espana,Jumilla,Monastrell,5.0,3.0,45.17265292499519
904,Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2004,4.4,94,Espana,Rioja,Rioja Red,4.0,3.0,33.29377573664192
905,Sangenis I Vaque,Clos Monlleo,2011,4.4,94,Espana,Priorato,Priorat Red,4.0,3.0,27.311517478982978
906,Allende,Calvario Rioja,2010,4.4,92,Espana,Rioja,Rioja Red,4.0,3.0,35.9817406360055
907,Delgado Zuleta,B.Rodriguez La-Cave Quo Vadis?,2017,4.4,89,Espana,Jerez Amontillado,Sherry,4.0,3.0,21.45219424373613
908,Bodegas Mas Alta,La Solana Alta,2017,4.4,90,Espana,Priorato,unknown,4.0,3.0,23.96112711483397
909,Vinas del Vero,Blecua Somontano,2004,4.4,88,Espana,Somontano,Red,4.0,3.0,24.615308319662518
910,Merum Priorati,El Cel,2016,4.4,88,Espana,Priorato,Priorat Red,4.0,3.0,29.202495546629507
911,VALENCISO,Rioja Reserva 10 Anos Despues Edicion Limitada,2011,4.4,88,Espana,Rioja,Rioja Red,4.0,3.0,34.65252315167686
912,Artadi,El Carretil,2014,4.4,86,Espana,Vino de Espana,Tempranillo,4.0,2.0,54.15547663912048
913,Mas Perinet,Perinet + Plus,2004,4.4,85,Espana,Priorato,Priorat Red,4.0,3.0,36.84636102571926
914,Espectacle del Montsant,Tinto,2017,4.4,85,Espana,Montsant,Montsant Red,4.0,3.0,47.501488249247586
915,Clos Mogador,Priorat,1999,4.4,85,Espana,Priorato,Priorat Red,4.0,3.0,31.58072617794437
916,Luis A. Rodriguez Vazquez,Vina de Martin Escolma Ribeiro,2016,4.4,85,Espana,Ribeiro,unknown,4.0,3.0,19.22655642392283
917,Artadi,Vina El Pison,2001,4.4,85,Espana,Vino de Espana,Tempranillo,4.0,2.0,16.137092303205236
918,Carmelo Rodero,Reserva,2018,4.4,83,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,30.77663724203444
919,Alvaro Palacios,Finca Dofi,2019,4.4,82,Espana,Priorato,Priorat Red,4.0,3.0,29.710742604237566
920,Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,1959,4.4,80,Espana,Rioja,Rioja Red,4.0,3.0,30.776886460335163
921,Martinet,Cami Pesseroles,2008,4.4,80,Espana,Priorato,Priorat Red,4.0,3.0,23.22678992970964
922,Vizcarra,Ribera del Duero Torralvo,2018,4.4,80,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,27.418464129793165
923,Chozas Carrascal,El Cabernet F - Familiar,2017,4.4,80,Espana,Utiel-Requena,Red,4.0,3.0,43.814303151138574
